,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
binding,324.76219565983655,790.8560649300636,957.4089690241112,1164.6576171958513,72.16260970948389,482.18775618950025,474.4408801601286,358.16069465631693,809.0942961411653,314.2689163334935
membrane,0.10000472241801939,14.126522584941538,1.0899603999099152,0.10000531557842636,1529.006545236311,0.10001084102971314,1108.6686164796897,2114.608324660152,0.10000682808180124,0.10000293185489165
Database,314.33952686758727,306.8495527369493,329.38395531011764,157.10301584048457,1047.3050334402506,207.74619318228898,424.19643726258835,328.6721389915683,269.125585669264,169.27856069884785
complex,367.5991915135848,105.46262291295724,546.9982432153995,86.93910047356823,34.39680307474153,716.6462034105397,394.3866729317152,181.4605263009685,0.7088211649191234,248.40181500155873
DNA,16.693906972714114,611.6956309434224,314.75463056560943,1011.826952753891,3.9329894063225925,78.59913788527327,1.8406030135619211,17.508737544605385,507.5254519905698,23.62195892398295
transport,0.10000477910356965,0.10000486387215651,26.075940186777697,0.10000364677634163,0.1000073320901874,0.10000751807515212,163.02841571748664,2187.1956070887627,0.10000165375707469,0.10000721327598787
cytoplasm,275.77221872529157,302.7312949094507,664.5658965466336,62.754970594875175,331.2920175310811,102.21353633793561,25.0811961862133,64.61688574557074,367.6228302445438,29.34915317835288
nucleus,19.2127160051481,252.92033386778118,707.2717428350977,411.5297499084425,23.772375634951143,269.8472571388068,0.10000949940867,0.7156501157088837,174.29708368598932,338.3330813086239
regulation,122.18329823003343,649.0355957310054,68.56121725151222,983.709390320674,19.914307406627685,125.48842309386872,16.14672235254587,130.45068078184124,0.10001108134080272,0.41035375050390344
genetic,111.58390611980771,527.7159250685391,169.44726277551035,217.43372844239892,160.32419893827867,154.96407806809773,163.93620018499593,391.1330448176654,113.93754163349662,23.52411395115865
transcription,0.10000429360921292,8.096972479035546,0.10000846850191979,2018.5510373698216,0.10001026119276685,0.651930049027027,0.1000082432159797,0.1000102990677981,0.10000626716127321,0.10001226934503855
mitochondrial,1.9005517771270073,0.10000975274808654,0.10029269799355045,0.10000588056647444,0.10000635476196466,0.2617000212561811,1993.131492316517,0.10000735659783083,0.10593195754808729,0.1000018848632598
0005737,269.52058848344745,275.2960444438484,574.3586890792035,54.910200334932945,241.26552279115123,103.58365172749271,21.9436391070281,57.815702470781126,364.42490886436036,26.881052697703172
RNA,99.38921949714536,0.10000550335299405,35.61399461811187,1148.1620081301246,0.10000482599324285,265.1231397121312,0.1000067017138853,0.10000429198413614,187.71396254747015,219.59765417194163
0005634,5.475913417664505,213.12704118269633,477.7794495852205,377.4530565937682,18.595848070052533,218.66876789628702,0.10001051770810322,0.1093141245538509,175.26375574896292,296.42684286304365
structural,497.89448557647773,109.11984342730572,159.67763741130906,13.77975246572341,178.17088084559234,52.88677329796666,106.5875261152243,232.13665277679837,399.89553116677916,1.8509169167712523
component,71.93320570816216,10.52993880914891,29.162550647131134,0.10004014048257306,609.247656340333,48.745063348584964,294.07098519770295,627.7363400365128,0.10001230572829413,42.374207466164336
mitochondrion,50.680833724502094,38.494208130596434,14.477947253706205,1.6891916957750928,0.2873933594843551,16.693616675142064,1337.061515541131,36.9706127748109,39.54466458117206,0.10001626363175918
subunit,891.3533375061788,34.919707833738585,156.65466669162134,5.252263132388436,0.10001415662485007,79.32769670069604,59.76315459301587,4.4455994466821265,0.25939653902444715,277.9241633999823
0005739,44.52470352296682,22.37800227064285,13.55716181248421,0.10000993349860347,0.22138543303688893,12.119881965608652,1259.2858132181736,26.57973334059332,42.133291614644186,0.10001688830533986
is,25.690314506741224,55.64956620755359,98.58001209042463,32.987103949653765,272.69547730356027,50.4707673363657,186.12311912311336,120.54159333324569,476.0351930139025,74.22685313538689
integral,0.10000158515783844,0.10000595948700321,0.10001418523713457,0.10000361501857084,569.3082295841214,0.10000921923454795,213.68593512510887,605.6979106893142,3.7078636998150682,0.10002633747167246
polymerase,0.10000054378221808,0.10000472958985535,0.10000683372174292,1247.9456193077833,0.10000189357182385,4.469084046592116,0.1000007515904478,0.10000171072600786,81.88516497117271,0.10011521145229074
0016021,0.1000015858870485,0.10000536857225184,0.1000140169058998,0.10000411669246285,514.4792910823626,0.10000763034070177,147.92083697467925,550.8998320333232,0.10000390063500153,0.10000329057599247
biosynthetic,0.1000044076115577,31.473760119290684,8.672052204966539,6.445581274046429,277.3452274992397,0.1000053000543265,156.92764835408573,5.86637475082869,725.9693440240179,0.10000206581666547
metabolic,0.10002673227598155,62.24296027567865,93.4201497812568,19.191561935609144,317.1486166314328,0.4606425815407551,302.53981170880934,34.99483018524363,358.8013923766178,0.10000779148745452
response,29.96885031813518,304.3124936390295,308.12116777496857,220.15481479484916,183.0618593696156,3.7941621543507082,33.3602331780369,80.55107027975026,5.85781217383122,1.8175363173831618
rRNA,50.51423152606938,0.1000015863062012,0.1033553533579922,0.10000657349358096,0.10000037103799087,0.10032847322465559,0.10000116897413786,0.10000221726831474,0.10000285863974713,1087.6820698716149
cellular,0.24536796296843041,616.2447977594991,95.50536174434515,53.033765331559216,99.26841617360915,17.592688731911437,100.90279473149093,68.94662473731884,83.16016151730597,0.10002130994475299
ribosomal,967.8759011898762,0.10000584546808527,0.2275553444820387,0.1000033969142031,0.10000097793937951,0.10000561606542437,0.10000239539453037,0.10000214573345753,0.10000140861130977,160.1965216795014
ion,11.737234987644433,3.832723944532054,107.71846498401196,245.36222961764457,0.5621870562826788,0.10001765019276994,200.45682821865503,387.15324836019744,170.97705598807732,0.1000091927163415
factor,329.14999655058125,19.396897494837436,60.55294471194961,597.1984724011526,0.10001175970171715,10.5936041590092,11.611013814830722,68.1581102353065,0.10000786082031703,2.1389410117670575
ribosome,844.8431589334991,0.10000711046653714,0.10002973809676259,0.10001031598060127,0.10000798578309504,0.569930868089657,0.10000616182942741,0.10000358732335116,0.10000452002133926,199.88684077889238
not,60.19456271395712,11.047303455695873,88.8373107571077,40.455165786280084,347.31546167372744,0.7951026301214383,124.89421561221049,310.4227468153331,34.46843924278515,16.56969131273012
0016020,0.1000034942776846,0.10008043206894195,0.10001440014570176,0.10000694870918513,379.6304527148384,0.10001258718736687,212.10141899068802,419.5679961965632,0.10001125434686943,0.10000298114532777
acid,14.460377706546685,2.432000359836175,33.77567616792236,76.81257065722444,6.33030688069642,9.97037369472979,304.3153499096266,146.67407435318307,406.63228910262274,6.596981167558587
kinase,0.10000447319251725,1002.0903793887321,0.10000275108784704,0.10958606807891402,0.10000525384526265,0.10000433065387704,0.10000267858624944,0.10000351493680117,0.10000595514333681,0.10000558572907876
translation,990.0052278801764,0.10000730735968488,0.10000964819696831,0.10000457315113713,0.10000214733310726,0.5638026342624267,0.10001631526053756,0.10000169709000373,4.7309202115475495,0.10000758560456002
0005515,46.263459143192904,202.35894157498637,175.361852726624,16.230145814243965,47.758669220683196,184.91250720215527,85.87436178574245,109.95922691000771,29.18865788853319,75.09217773377941
stress,44.129554542104934,110.28569490362263,323.90689039682525,79.70184369704667,131.85651697157437,4.840714890048782,37.94487358045682,60.26000835372099,177.8848373776686,0.1890652868815452
required,24.351088338168825,132.51205683932628,88.03429497263441,12.876767006463343,99.28877880084181,161.48926317815844,160.48967622989116,101.3647209553783,19.841727120924862,151.7516265581609
II,5.05294369705303,0.17750755652747724,0.10000917528775462,928.4758728633799,0.10042773364785991,7.121343400646625,5.671852849478692,0.10000982972900646,0.1000097631634523,0.10002313105360469
catabolic,0.19558915158286028,20.65860999042603,640.3270508630495,18.98054415722188,34.330674517983084,8.221999893634331,39.14018270443664,29.615691160759855,117.42964472348775,0.10001283737025445
ATP,0.10000789494540818,141.52469491905418,555.7922061732273,0.10000617643537553,0.10001065703696177,0.10022300743136188,8.162388871471169,0.10035032137126874,193.92009736076008,0.10001461823211766
genome,243.2223003155287,136.70456230223866,6.726136351738162,61.093058654741114,218.43402278240717,0.10178384288852928,86.86798511252363,99.0580175649739,39.69212296598967,0.1000101069222007
duplication,234.3607842583874,117.32386977326138,10.970698464799229,55.84509119087528,235.54420126010558,15.442691754402079,38.02936816548717,108.43212368874423,43.95116271804304,0.10000872584464773
paralog,238.47108278807028,122.79208902339495,6.907920027280655,59.08644890008772,231.50814911510437,0.10001776010848193,38.45463602094845,107.0255865940364,44.55406096262051,0.10000880829970091
replication,19.268157359447333,157.84976829692746,267.7472909510067,64.43986321412781,16.40614753793835,26.69849164674916,1.3904209329992596,21.33860170629305,235.3565964721383,37.50466188232371
assembly,87.19547571376441,91.11009541738503,108.554501922345,0.10013332250761059,15.798301494927767,218.72943618868098,184.2686052557706,23.13884622382635,0.10000446261633976,89.0045999981292
whole,235.20947916257103,120.29141596700816,6.560036438785435,56.64915865869253,210.8484218070257,0.10001669214409188,40.53548035812162,101.1820453078381,40.523936441835886,0.10000916592863342
nuclear,0.10000525486314253,33.82837497811987,214.74673820044225,27.717108020595823,30.324227101816398,441.1968372574602,0.10001096600104639,0.10000833059089212,0.24041436963427637,43.64627552044035
transferase,0.10586749046831007,234.55445007031875,22.72740084965441,0.1703998503196367,228.59664742437647,7.811738546820969,42.84109401077381,0.10000847420324771,229.63701018543725,18.455383097582374
promoter,0.10000047702147581,0.10000410345923248,0.10000440579852281,779.0901631232502,0.10000425532537678,0.10981065601550785,0.10000207381175331,0.10000276384778194,0.1000018758130345,0.10000626564666738
recorded,54.610380153405295,13.045750882127527,68.51329478915622,32.35745261238178,165.92796149707812,0.10001515863376575,109.66699299889518,302.2227065289535,11.925615891264645,6.629829488053134
transmembrane,0.10000024162548019,0.10000191011122313,0.10000777224833257,0.1000002616253213,0.10000884580390859,0.10000046106988407,18.027078280073052,739.1729013625404,0.10000039789082002,0.10000046699617515
nucleotide,17.012017489769402,174.61984371274664,147.30280154192528,0.1000139512980654,0.5282985579448534,25.31557921708299,31.764702545657798,51.08495723240064,303.14043626010596,7.13134949102036
processing,0.5278308423800702,0.10005652554160127,95.06225521362099,1.9387969196428292,0.7267363610212738,103.94072177444926,0.10123127176959645,0.10001288284609972,36.2184328217521,475.2839253869377
reticulum,0.10000194493509242,0.10000553119914209,0.1084939341593332,0.10000195777751036,706.9265069393522,0.10000289786736351,0.1000064115795705,3.2649771442166746,0.1000012863808741,0.10000195251291588
endoplasmic,0.10000196688701629,0.10000547677897415,0.1000149163183858,0.10000189712079809,688.8030552090972,0.10000262025774989,0.10000649017569654,7.396908172515649,0.10000131499023042,0.10000193584032402
positive,34.40322736608718,127.5049925379407,24.389857346690807,384.4004984208863,0.10001029122050994,52.998386013662554,3.4238649317808982,53.1200102252201,0.10000315366210676,0.5591497128071675
function,6.9743562398532575,22.15421319318787,3.01202082003555,9.47636872723308,579.9256319723114,19.626667029084253,23.202733819240954,9.097140325187093,0.10000616331229459,0.43086171050637034
Protein,88.83093733778672,100.71245778391531,1.7198008317114843,4.552474809626442,305.13046224434277,16.401973060263135,65.08807226182519,38.03006007558779,0.10009275738934093,52.43366883750271
hypothetical,0.23124578185208927,27.4528763516969,67.68851102410787,0.10002255686635583,371.85996122675033,39.66306156006693,68.43901100196783,20.64219786333292,6.44087880345828,62.48223382985108
mRNA,37.12884624306851,5.895218237778006,207.77849525493698,0.9035700069099236,8.613530645918514,333.00126158183855,11.77762362800688,3.0982027688776976,13.723831432489401,38.07942020012436
Putative,0.10001423112151435,12.069646844759346,9.857266742404864,7.749819787584051,324.77987051493767,0.1000134482422238,11.937021127971772,21.70250453846468,255.8725604091003,6.83128235536547
transporter,0.10000204876919128,0.10000198003740234,0.10000868395879342,0.10000150604039426,0.10000719393475227,0.10000102213309785,0.23235239251541806,629.9676221159212,0.10000031651824358,0.10000274015888666
hydrolase,0.1000043786867891,0.2004382239019191,348.87939503221963,0.13683814048201023,98.84714478328317,0.1000093843964077,46.14762860777237,0.10002222195461699,107.16636876829546,0.3221504589729276
0000166,14.877700562994159,153.11146667914448,144.20360703574116,0.10001015178753964,0.6722750222670527,26.466816934585793,29.70091308080664,25.035635181726743,191.64269169691127,7.1888836539875145
synthase,0.10180092367097414,15.5494918605538,159.9429423064207,0.10000136762627936,53.290428680696124,0.10000824631536404,105.78735828516854,0.10000591751756713,255.927952943613,0.10000946838197429
large,413.8081698249429,0.10000325162697642,23.78372869919397,0.10001908272042774,0.10000300727574286,3.288978527287539,7.5892595322793905,0.10001145040709493,0.10000267300737471,131.0298239512298
plasma,0.10001178009892193,43.924488260228,0.10001036050418549,0.10000514049259707,109.32802060313878,0.10000299529984204,0.10001097613397827,412.0474419367959,0.10000728435314402,0.10000066292822737
TYB,0.10000000000233647,0.10000000000167927,0.10000030796585829,0.10000001068954066,0.10000000000165428,0.10000000000272191,0.10000000000155687,0.10000000000156847,557.0999956449783,0.1000040363482952
traceable,39.003259641498346,153.49303689745463,76.6776258718362,0.1001755154106637,0.2811247983421948,66.46438226633964,80.32307806086511,74.83844777450724,43.17149495583438,23.6473742178614
unknown,0.10000551479330294,0.11266706755478295,0.10000767507836557,0.10000601469296891,553.0773041352861,0.10000366799220523,1.1099116967669793,0.10009116706579826,0.10000228740539048,0.1000007733474204
cytoplasmic,207.82105818446774,0.32356382328374933,64.62634706847213,0.10000468842527666,0.10004572168887144,33.598206450620424,0.1000196432474114,65.28143821287951,177.94930980525132,0.1000064016257444
chromosome,0.10000333404403101,4.9220786189808186,0.8123082609795657,9.525083955150187,0.10000292756731645,489.5374925924585,1.5324317965586354,35.23881897027297,0.1000084115986398,0.13177113235675422
helicase,0.10000607177850357,0.1000170884792132,0.10001741171579381,0.10001117952727089,0.10000064123762717,0.10001961055474573,0.10000130902605367,0.10000019704641602,512.630204923813,10.569721566799743
inner,0.10000303990520994,0.10000095662494879,0.10001646222082383,0.1000011040957644,0.10001221877685942,5.670052992154887,514.5298952995632,0.10001434905814896,0.10000141918357995,0.10000215839629233
vacuole,0.10001031644076312,14.242056885689161,0.10001092886631284,0.10000116668367208,34.196958782643826,0.10000396521182374,0.13710852990882544,465.8238480777195,0.10000079255077102,0.10000055426073662
Golgi,0.10000052878760807,0.10000299753143041,0.1000020099478463,0.10000060962961663,12.181965007893085,0.10000187505736705,0.10000128954920054,483.01802509633023,0.10000016392734337,0.10000042133407182
constituent,437.2937757617029,0.10000172741602548,1.7414241155655135,0.10000091504106998,0.1000160819137486,25.57163402251847,0.10000387196163747,0.10000209071541585,26.793119230701528,0.10002218244053715
metal,12.641966394883777,3.2403540678709217,72.58826327851766,122.94500419857023,0.10814106316067562,0.10002078666417143,77.87237183680514,73.28634183213852,123.11752601796732,0.10001052337581055
DNAtemplated,0.10000102186502749,0.10000895992872715,0.10000545024272231,484.0997305200251,0.1000018713383068,0.10023594195333782,0.10000132732381412,0.1000020917903568,0.1000016876049932,0.10001112791550534
biogenesis,39.473868798293815,15.831148504266102,9.31185132374777,1.0135855210358387,17.036466687983204,14.911063742712377,9.172652073083968,2.141549183167167,0.10000410371510017,376.0078100619464
0006810,0.10000800229545889,0.1000034414913575,4.813344819492635,0.10000316031818975,0.1000081648953835,0.10001208121376509,50.53308887050345,426.95352291982704,0.10000299788842339,0.10000554205172807
tRNA,0.10001482454743738,0.10000764856373703,11.69545352931035,0.10001829764246259,0.10000191820682115,89.44151836089509,1.320813625332596,0.10000865993929065,377.9421232980026,0.10003983752208417
gene,0.10002427137707913,16.393150759521095,15.33386486417491,36.59018214329637,186.02663462900853,1.0273764277299526,11.36575502755028,7.385327414607849,176.2604362124895,29.517248250192104
cycle,0.10000669822525275,239.71649505539912,12.423240029996604,26.908802004064853,2.0221245247377198,104.6353670984806,83.39876334796897,0.1000034316715375,1.0170136032245283,8.678184206191284
bud,0.1000046299921106,470.0999505714417,0.10000184535687279,0.100001693481392,0.100013558074124,0.10000495762603484,0.10000293787180584,0.10001690140870184,0.10000042686534136,0.10000247786829483
negative,4.681571949716998,218.6707778240962,10.972048719757085,214.8917292740163,0.14398966464009244,19.20248585084207,0.1000144315874591,1.1373662197951693,0.10000733524921442,0.10000873026120034
